"No.","Time","Source","Destination","Protocol","Length","Info"
"16178","319.056413","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","536","Standard query response 0x6ca6 HTTPS go.trouter.teams.microsoft.com CNAME trouter-atm-pub-ent.trafficmanager.net CNAME pub-ent-ince-09-t.trouter.teams.microsoft.com CNAME partition-cname-trouter.pub-ent-ince-09.ic3-edf-trouter.centralindia-prod.cosmic.office.net CNAME cosmic-centralindia-ns-a2ecfd67ce07.trafficmanager.net CNAME partition-cname-trouter-ic3-edf-trouter-service-trouter-1.d02-033.ic3-edf-trouter.01-centralindia-prod.cosmic.office.net SOA ns1-32.azure-dns.com"
"16179","319.056413","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","254","Standard query response 0x8563 HTTPS teams.microsoft.com CNAME teams.office.com CNAME tmc-g2.tm-4.office.com CNAME teams-office-com.s-0005.dual-s-msedge.net SOA ns1.dual-s-msedge.net"
"16180","319.056413","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","300","Standard query response 0xc584 AAAA prod-southeastasia.access-point.cloudmessaging.edge.microsoft.com CNAME edge-cloudmessaging-access-point-prod-southeastasia.southeastasia.cloudapp.azure.com SOA ns1-01.azure-dns.com"
"16181","319.056413","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","256","Standard query response 0xfede A prod-southeastasia.access-point.cloudmessaging.edge.microsoft.com CNAME edge-cloudmessaging-access-point-prod-southeastasia.southeastasia.cloudapp.azure.com A 20.212.88.117"
"16182","319.056413","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","300","Standard query response 0xcd49 HTTPS prod-southeastasia.access-point.cloudmessaging.edge.microsoft.com CNAME edge-cloudmessaging-access-point-prod-southeastasia.southeastasia.cloudapp.azure.com SOA ns1-01.azure-dns.com"
"16183","319.056413","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","277","Standard query response 0x33b9 AAAA teams.microsoft.com CNAME teams.office.com CNAME tmc-g2.tm-4.office.com CNAME teams-office-com.s-0005.dual-s-msedge.net CNAME s-0005.dual-s-msedge.net AAAA 2603:1063:27:1::14 AAAA 2603:1063:27:2::14"
"16184","319.056413","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","253","Standard query response 0xb963 A teams.microsoft.com CNAME teams.office.com CNAME tmc-g2.tm-4.office.com CNAME teams-office-com.s-0005.dual-s-msedge.net CNAME s-0005.dual-s-msedge.net A 52.123.128.14 A 52.123.129.14"
"16311","319.295875","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","125","Standard query 0x116e AAAA pub-ent-ince-02-t.trouter.teams.microsoft.com"
"16312","319.296236","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","125","Standard query 0x1540 A pub-ent-ince-02-t.trouter.teams.microsoft.com"
"16314","319.296581","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","125","Standard query 0x44f5 HTTPS pub-ent-ince-02-t.trouter.teams.microsoft.com"
"16319","319.322843","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","485","Standard query response 0x116e AAAA pub-ent-ince-02-t.trouter.teams.microsoft.com CNAME partition-cname-trouter.pub-ent-ince-02.ic3-edf-trouter.centralindia-prod.cosmic.office.net CNAME cosmic-centralindia-ns-382ae8e94aa3.trafficmanager.net CNAME partition-cname-trouter-ic3-edf-trouter-service-trouter-1.d02-011.ic3-edf-trouter.01-centralindia-prod.cosmic.office.net SOA ns1-32.azure-dns.com"
"16320","319.322843","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","485","Standard query response 0x44f5 HTTPS pub-ent-ince-02-t.trouter.teams.microsoft.com CNAME partition-cname-trouter.pub-ent-ince-02.ic3-edf-trouter.centralindia-prod.cosmic.office.net CNAME cosmic-centralindia-ns-382ae8e94aa3.trafficmanager.net CNAME partition-cname-trouter-ic3-edf-trouter-service-trouter-1.d02-011.ic3-edf-trouter.01-centralindia-prod.cosmic.office.net SOA ns1-32.azure-dns.com"
"16330","319.346748","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","428","Standard query response 0x1540 A pub-ent-ince-02-t.trouter.teams.microsoft.com CNAME partition-cname-trouter.pub-ent-ince-02.ic3-edf-trouter.centralindia-prod.cosmic.office.net CNAME cosmic-centralindia-ns-382ae8e94aa3.trafficmanager.net CNAME partition-cname-trouter-ic3-edf-trouter-service-trouter-1.d02-011.ic3-edf-trouter.01-centralindia-prod.cosmic.office.net A 52.123.164.3"
"16365","319.604535","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","103","Standard query 0x3526 A www.msftconnecttest.com"
"16366","319.604639","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","104","Standard query 0x5971 A ipv6.msftconnecttest.com"
"16367","319.604830","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","103","Standard query 0xfc34 AAAA www.msftconnecttest.com"
"16368","319.604934","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","104","Standard query 0x75e6 AAAA ipv6.msftconnecttest.com"
"16369","319.608034","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","247","Standard query response 0x3526 A www.msftconnecttest.com CNAME ncsi-geo.trafficmanager.net CNAME www.msftncsi.com.edgesuite.net CNAME a1961.g2.akamai.net A 106.51.156.144 A 106.51.156.139"
"16370","319.608034","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","289","Standard query response 0x5971 A ipv6.msftconnecttest.com CNAME ncsiv6-geo.trafficmanager.net CNAME ipv6.msftconnecttest.com.edgesuite.net CNAME a1968.i6g1.akamai.net SOA n0i6g1.akamai.net"
"16371","319.608034","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","274","Standard query response 0xfc34 AAAA www.msftconnecttest.com CNAME ncsi-geo.trafficmanager.net CNAME www.msftncsi.com.edgesuite.net CNAME a1961.g2.akamai.net SOA n0g2.akamai.net"
"16372","319.608259","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","284","Standard query response 0x75e6 AAAA ipv6.msftconnecttest.com CNAME ncsiv6-geo.trafficmanager.net CNAME ipv6.msftconnecttest.com.edgesuite.net CNAME a1968.i6g1.akamai.net AAAA 2406:7400:48:4::6a33:9c90 AAAA 2406:7400:48:4::6a33:9c98"
"16401","319.699468","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","108","Standard query 0xc2c3 AAAA presence.teams.microsoft.com"
"16402","319.699788","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","108","Standard query 0x89a3 A presence.teams.microsoft.com"
"16403","319.700096","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","108","Standard query 0x857c HTTPS presence.teams.microsoft.com"
"16404","319.715288","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","190","Standard query response 0xc2c3 AAAA presence.teams.microsoft.com CNAME presence.services.sfb.trafficmanager.net AAAA 2603:1063:c::1"
"16405","319.715288","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","178","Standard query response 0x89a3 A presence.teams.microsoft.com CNAME presence.services.sfb.trafficmanager.net A 52.123.160.13"
"16406","319.715288","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","220","Standard query response 0x857c HTTPS presence.teams.microsoft.com CNAME presence.services.sfb.trafficmanager.net SOA tm1.dns-tm.com"
"16479","320.130904","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","102","Standard query 0xed23 A client.wns.windows.com"
"16480","320.131310","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","102","Standard query 0x5a7b AAAA client.wns.windows.com"
"16481","320.134723","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","161","Standard query response 0xed23 A client.wns.windows.com CNAME wns.notify.trafficmanager.net A 20.198.119.143"
"16482","320.134723","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","173","Standard query response 0x5a7b AAAA client.wns.windows.com CNAME wns.notify.trafficmanager.net AAAA 2603:1040:a06:6::1"
"16560","320.736301","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","100","Standard query 0x3ef0 A www.hpgamestream.com"
"16561","320.736409","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","100","Standard query 0xb0fa AAAA www.hpgamestream.com"
"16563","320.740139","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","179","Standard query response 0x3ef0 A www.hpgamestream.com CNAME ogh.omenspectate.com A 52.24.122.30 A 52.42.213.122 A 54.71.83.36"
"16564","320.740139","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","209","Standard query response 0xb0fa AAAA www.hpgamestream.com CNAME ogh.omenspectate.com SOA ns-495.awsdns-61.com"
"16568","320.765283","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","106","Standard query 0xdf0c A licensing.mp.microsoft.com"
"16569","320.765369","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","106","Standard query 0xde73 AAAA licensing.mp.microsoft.com"
"16570","320.767037","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","303","Standard query response 0xdf0c A licensing.mp.microsoft.com CNAME consumer-licensing-aks2aks.md.mp.microsoft.com.akadns.net CNAME licensing-prod-frontdoor-geomap.trafficmanager.net CNAME sea-2.frontdoor.licensing.commerce.microsoft.com A 20.247.184.142"
"16571","320.767271","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","360","Standard query response 0xde73 AAAA licensing.mp.microsoft.com CNAME consumer-licensing-aks2aks.md.mp.microsoft.com.akadns.net CNAME licensing-prod-frontdoor-geomap.trafficmanager.net CNAME sea-2.frontdoor.licensing.commerce.microsoft.com SOA ns1-05.azure-dns.com"
"17275","332.651762","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","98","Standard query 0xe2e9 A capi.grammarly.com"
"17276","332.652219","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","98","Standard query 0x3c98 AAAA capi.grammarly.com"
"17280","332.657623","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","226","Standard query response 0xe2e9 A capi.grammarly.com A 34.239.38.2 A 52.203.196.122 A 3.220.105.125 A 3.94.242.196 A 34.231.87.222 A 44.210.179.161 A 54.197.255.114 A 184.72.250.154"
"17281","332.657693","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","176","Standard query response 0x3c98 AAAA capi.grammarly.com SOA ns-283.awsdns-35.com"
"17315","333.281620","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","108","Standard query 0x74de AAAA applet-bundles.grammarly.net"
"17316","333.282239","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","108","Standard query 0x8f6c A applet-bundles.grammarly.net"
"17317","333.282892","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","108","Standard query 0xd381 HTTPS applet-bundles.grammarly.net"
"17318","333.284417","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","193","Standard query response 0x74de AAAA applet-bundles.grammarly.net SOA ns-1253.awsdns-28.org"
"17319","333.284417","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","172","Standard query response 0x8f6c A applet-bundles.grammarly.net A 18.161.229.87 A 18.161.229.44 A 18.161.229.112 A 18.161.229.94"
"17320","333.285331","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","193","Standard query response 0xd381 HTTPS applet-bundles.grammarly.net SOA ns-1253.awsdns-28.org"
"17321","333.289292","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","108","Standard query 0x3c39 AAAA applet-bundles.grammarly.net"
"17322","333.289954","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","108","Standard query 0xf9c2 A applet-bundles.grammarly.net"
"17323","333.291629","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","193","Standard query response 0x3c39 AAAA applet-bundles.grammarly.net SOA ns-1253.awsdns-28.org"
"17324","333.292492","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","172","Standard query response 0xf9c2 A applet-bundles.grammarly.net A 18.161.229.87 A 18.161.229.44 A 18.161.229.112 A 18.161.229.94"
"17374","333.847983","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","116","Standard query 0x4099 A win-extension.femetrics.grammarly.io"
"17375","333.848391","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","116","Standard query 0x4f4c AAAA win-extension.femetrics.grammarly.io"
"17376","333.850173","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","244","Standard query response 0x4099 A win-extension.femetrics.grammarly.io A 54.209.138.228 A 18.232.210.255 A 44.205.114.80 A 52.3.198.14 A 3.210.157.84 A 54.83.202.250 A 3.223.23.200 A 34.237.86.124"
"17377","333.851134","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","203","Standard query response 0x4f4c AAAA win-extension.femetrics.grammarly.io SOA ns-1688.awsdns-19.co.uk"
"17401","334.282065","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","98","Standard query 0x55b4 A gnar.grammarly.com"
"17402","334.282172","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","98","Standard query 0xc388 AAAA gnar.grammarly.com"
"17403","334.284442","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","226","Standard query response 0x55b4 A gnar.grammarly.com A 3.218.111.120 A 3.217.32.188 A 75.101.238.2 A 52.1.243.132 A 52.206.200.10 A 44.217.161.157 A 54.236.110.9 A 3.220.101.214"
"17404","334.284442","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","180","Standard query response 0xc388 AAAA gnar.grammarly.com SOA ns-1139.awsdns-14.org"
"17449","334.681569","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","102","Standard query 0xde9f AAAA az764295.vo.msecnd.net"
"17450","334.681919","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","102","Standard query 0xd86d A az764295.vo.msecnd.net"
"17451","334.682152","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","102","Standard query 0xce22 HTTPS az764295.vo.msecnd.net"
"17456","334.685532","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","187","Standard query response 0xde9f AAAA az764295.vo.msecnd.net CNAME cs22.wpc.v0cdn.net SOA ns1.v0cdn.net"
"17457","334.685588","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","147","Standard query response 0xd86d A az764295.vo.msecnd.net CNAME cs22.wpc.v0cdn.net A 117.18.232.200"
"17458","334.685604","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","187","Standard query response 0xce22 HTTPS az764295.vo.msecnd.net CNAME cs22.wpc.v0cdn.net SOA ns1.v0cdn.net"
"17650","336.984801","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","100","Standard query 0x129f A assets.grammarly.com"
"17651","336.985176","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","100","Standard query 0x0d4a AAAA assets.grammarly.com"
"17652","336.990554","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","207","Standard query response 0x129f A assets.grammarly.com CNAME d10zdin3c2kqf3.cloudfront.net A 108.159.15.26 A 108.159.15.43 A 108.159.15.45 A 108.159.15.7"
"17653","336.990554","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","367","Standard query response 0x0d4a AAAA assets.grammarly.com CNAME d10zdin3c2kqf3.cloudfront.net AAAA 2600:9000:2354:6a00:a:9329:2fc0:93a1 AAAA 2600:9000:2354:9a00:a:9329:2fc0:93a1 AAAA 2600:9000:2354:b800:a:9329:2fc0:93a1 AAAA 2600:9000:2354:d800:a:9329:2fc0:93a1 AAAA 2600:9000:2354:f600:a:9329:2fc0:93a1 AAAA 2600:9000:2354:1200:a:9329:2fc0:93a1 AAAA 2600:9000:2354:1400:a:9329:2fc0:93a1 AAAA 2600:9000:2354:c600:a:9329:2fc0:93a1"
"17742","338.548216","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","96","Standard query 0xf928 A in.grammarly.com"
"17743","338.548277","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","96","Standard query 0x41f0 AAAA in.grammarly.com"
"17745","338.561212","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","192","Standard query response 0xf928 A in.grammarly.com A 34.195.39.242 A 54.147.138.158 A 52.5.83.208 A 23.22.191.96 A 52.203.239.42 A 54.152.194.244"
"17746","338.561212","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","178","Standard query response 0x41f0 AAAA in.grammarly.com SOA ns-1214.awsdns-23.org"
"17832","340.952570","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","108","Standard query 0x10ba AAAA applet-bundles.grammarly.net"
"17833","340.953263","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","108","Standard query 0xb0ec A applet-bundles.grammarly.net"
"17834","340.955154","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","193","Standard query response 0x10ba AAAA applet-bundles.grammarly.net SOA ns-1253.awsdns-28.org"
"17835","340.955154","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","172","Standard query response 0xb0ec A applet-bundles.grammarly.net A 18.161.229.44 A 18.161.229.112 A 18.161.229.94 A 18.161.229.87"
"18220","349.587076","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","101","Standard query 0x6058 A sadownload.mcafee.com"
"18221","349.587143","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","101","Standard query 0xd7a9 AAAA sadownload.mcafee.com"
"18222","349.589278","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","254","Standard query response 0x6058 A sadownload.mcafee.com CNAME sadownload-r53.awsconsumer.mcafee.com CNAME sadownload.mcafee.com.edgesuite.net CNAME a866.dscd.akamai.net A 106.51.156.152 A 106.51.156.136"
"18223","349.589278","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","278","Standard query response 0xd7a9 AAAA sadownload.mcafee.com CNAME sadownload-r53.awsconsumer.mcafee.com CNAME sadownload.mcafee.com.edgesuite.net CNAME a866.dscd.akamai.net AAAA 2406:7400:48:4::6a33:9c88 AAAA 2406:7400:48:4::6a33:9c98"
"20421","402.575046","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","111","Standard query 0x9cbd AAAA teams.events.data.microsoft.com"
"20422","402.575349","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","111","Standard query 0xe65a A teams.events.data.microsoft.com"
"20423","402.575573","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","111","Standard query 0xcb76 HTTPS teams.events.data.microsoft.com"
"20424","402.578882","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","274","Standard query response 0x9cbd AAAA teams.events.data.microsoft.com CNAME teams-events-data.trafficmanager.net CNAME onedscolprdwus13.westus.cloudapp.azure.com SOA ns1-02.azure-dns.com"
"20425","402.578927","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","230","Standard query response 0xe65a A teams.events.data.microsoft.com CNAME teams-events-data.trafficmanager.net CNAME onedscolprdwus13.westus.cloudapp.azure.com A 20.189.173.14"
"20426","402.578942","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","274","Standard query response 0xcb76 HTTPS teams.events.data.microsoft.com CNAME teams-events-data.trafficmanager.net CNAME onedscolprdwus13.westus.cloudapp.azure.com SOA ns1-02.azure-dns.com"
"22048","457.276783","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","108","Standard query 0xf257 A blz04pap003.storage.live.com"
